topic,topic_title,category,node,node_id,company,ticker,country,share,products,note,src
defense,軍工 / 國防安全供應鏈,hw,系統整合 / 亞太主承包商（韓・日・台）,f-asia-primes,Hyundai Rotem / KAI,064350.KS / 047810.KS,KR,戰車/戰機,K2 戰車 / FA-50/KF-21,陸戰+航空整合,
defense,軍工 / 國防安全供應鏈,hw,系統整合 / 亞太主承包商（韓・日・台）,f-asia-primes,LIG Nex1,079550.KS,KR,飛彈(全球第60),天弓/反艦/防空飛彈,韓飛彈整合、躍升 73→60,
defense,軍工 / 國防安全供應鏈,hw,系統整合 / 亞太主承包商（韓・日・台）,f-asia-primes,三菱重工 / 川崎重工 / IHI,7011.T / 7012.T / 7013.T,JP,日本國家隊,戰機/艦艇/潛艦/航發,防衛預算倍增、GCAP,
defense,軍工 / 國防安全供應鏈,hw,系統整合 / 亞太主承包商（韓・日・台）,f-asia-primes,漢翔 AIDC,2634.TW,TW,台灣航太整合,IDF/勇鷹/無人機/MRO,勇鷹交機近尾聲、2026 轉型無人機/反無人機；Q1'26 EPS 0.28 元,https://www.businesstoday.com.tw/article/category/183015/post/202511260081/
defense,軍工 / 國防安全供應鏈,hw,終端需求 / 各國國防預算,f-demand,美國 DoD,—,US,全球最大買方,"FY2026 國防預算 ~$8,000+億",FMS 外銷驅動全球 prime,
defense,軍工 / 國防安全供應鏈,hw,終端需求 / 各國國防預算,f-demand,北約 / 歐盟,—,EU,重整軍備,2%→3-5% GDP 目標,Rheinmetall/BAE 受惠,
defense,軍工 / 國防安全供應鏈,hw,終端需求 / 各國國防預算,f-demand,亞太（日韓台）,—,JP,再武裝,日防衛倍增/韓出口/台自主,亞太結構性成長,
defense,軍工 / 國防安全供應鏈,hw,終端需求 / 各國國防預算,f-demand,台灣 國防預算,—,TW,"特別預算 7,800 億(原 1.25 兆)","對美軍購 分2批(3,000億+4,800億)","2026/5/8 三讀；商購/國內委製 3,500 億遭刪、2026 年國內自製無人機新採購歸零。政院 2026/6/18 正式提出『國防自主無人載具採購特別條例』~2,100億台幣(US$6.6B,2026-2031)補位：採濱海監偵 1,446架+攻擊型 20.82萬架+自殺無人艇 1,320艘，已送立院審議",https://focustaiwan.tw/politics/202606180012
defense,軍工 / 國防安全供應鏈,hw,終端需求 / 各國國防預算,f-demand,全球軍售 (SIPRI Top 100),—,GLOBAL,$679B(+5.9%),2024 歷史新高,地緣衝突驅動,
defense,軍工 / 國防安全供應鏈,hw,無人機 / 無人載具 UAV,p-uav,AeroVironment,AVAV,US,巡飛彈/小型 UAV,Switchblade/LOCUST/C-UAS,併 BlueHalo ~$4.1B 擴 C-UAS/太空；FQ2'26 營收 $408M(+143% YoY、有機 +38%)、EPS $0.64；獲美陸軍 $186M 次世代 Switchblade 600 Block2/300 Block20 交付令(屬 $990M LUS 合約)；FQ3'26 funded backlog 創高 $1.10B、YTD bookings $2.1B(1.6x B-to-B),
defense,軍工 / 國防安全供應鏈,hw,無人機 / 無人載具 UAV,p-uav,Anduril / Shield AI,—,US,軟體定義自主,Lattice/Hivemind/CCA 僚機,皆未上市、獲選 USAF CCA；Anduril 2026/5 完成 ~$5B Series H(Thrive/a16z 領投)、估值 12 個月翻倍至 $61B、累計募資 >$6.3B；2025 營收 ~$2.2B(YoY 倍增)、2026E ~$4.3B；Arsenal-1 量產 Fury YFQ-44A,https://www.cnbc.com/2026/05/13/anduril-valuation-defense-tech-funding-boom.html
defense,軍工 / 國防安全供應鏈,hw,無人機 / 無人載具 UAV,p-uav,雷虎 Thunder Tiger,8033.TW,TW,無人機/無人艇,軍用無人機/無人水面艇,"台無人機概念股龍頭；受惠政院 2,100億無人載具特別條例(攻擊型 20.82萬架/自殺無人艇 1,320艘)＋海軍千艘無人艇案(~300億潛在)（占比待證）",https://udn.com/news/story/10930/9574241
defense,軍工 / 國防安全供應鏈,hw,無人機 / 無人載具 UAV,p-uav,經緯航太 GEOSAT,8495.TWO,TW,無人機系統,軍/民用無人機/空拍,台無人機（占比待證/概念股),https://www.cnyes.com/twstock/8495
defense,軍工 / 國防安全供應鏈,hw,無人機 / 無人載具 UAV,p-uav,中光電智能 / DJI,5371.TWO / —,TW,軍用 UAV / 民用龍頭,軍用無人機 / 消費+商用 UAV,中光電子公司；DJI 未上市、受美管制,
defense,軍工 / 國防安全供應鏈,hw,無人機 / 無人載具 UAV,p-uav,Helsing,—,DE,歐洲 AI 國防軍,HX-2 巡飛彈/Altra 偵打軟體/CA-1 Europa 僚機/Lura 反潛,未上市；2026/5 以 $18B 估值募 $1.2B(Dragoneer/Lightspeed 領投)、12 個月內估值由 €12B 再升、登德國最有價值新創；HX-2 獲 Bundeswehr €269M 初約、框架上限 €1.46B/7 年；2026/1 併西班牙機器人 Keybotic,https://techcrunch.com/2026/05/11/daniel-ek-backed-defense-tech-helsing-to-raise-1-2b-at-18b-valuation/
defense,軍工 / 國防安全供應鏈,hw,飛彈 / 精準彈藥,p-missile,Lockheed Martin,LMT,US,飛彈龍頭,PAC-3/JASSM/HIMARS/標槍,防空+打擊飛彈,
defense,軍工 / 國防安全供應鏈,hw,飛彈 / 精準彈藥,p-missile,RTX (Raytheon),RTX,US,防空/空對空,愛國者/AMRAAM/標準飛彈,防空攔截主力,
defense,軍工 / 國防安全供應鏈,hw,飛彈 / 精準彈藥,p-missile,MBDA / Rafael,— / —,EU,歐/以飛彈,Meteor/Aster / 鐵穹/反戰車,皆未上市（MBDA 合資、Rafael 國有）,
defense,軍工 / 國防安全供應鏈,hw,飛彈 / 精準彈藥,p-missile,中科院 NCSIST,—,TW,台自製飛彈,天弓/雄風/雄二E 巡弋,國家隊、未上市,https://www.businesstoday.com.tw/article/category/183027/post/202507090016/
defense,軍工 / 國防安全供應鏈,hw,飛彈 / 精準彈藥,p-missile,千附 Chyun Fu,8383.TWO,TW,飛彈精密件,飛彈/航太精密機械加工,特別預算遭砍、強弓等國內飛彈委製案遭刪（待證）,
defense,軍工 / 國防安全供應鏈,hw,艦艇 / 潛艦 / 無人艇,p-naval,General Dynamics / HII,GD / HII,US,美核潛艦/航艦,維吉尼亞級潛艦/福特級航艦,海軍造艦寡占,
defense,軍工 / 國防安全供應鏈,hw,艦艇 / 潛艦 / 無人艇,p-naval,三菱重工 / 川崎重工,7011.T / 7012.T,JP,日本潛艦,蒼龍/大鯨級潛艦/護衛艦,日本海自主力,
defense,軍工 / 國防安全供應鏈,hw,艦艇 / 潛艦 / 無人艇,p-naval,Hanwha Ocean / HD 現代重工,042660.KS / 329180.KS,KR,韓造艦,潛艦/驅逐艦/出口造艦,韓海軍+出口,
defense,軍工 / 國防安全供應鏈,hw,艦艇 / 潛艦 / 無人艇,p-naval,龍德造船 Lung Teh,6753.TW,TW,無人艇/巡防艦,無人艇/光華六號/海巡艦,在手單 >144 億、本業國防,https://www.sinotrade.com.tw/richclub/hotstock/
defense,軍工 / 國防安全供應鏈,hw,艦艇 / 潛艦 / 無人艇,p-naval,中信造船 Jong Shyn,2644.TWO,TW,海巡/快艇/無人艇,海巡艦/快艇/無人艇,遭中國列管(反證實在性),https://www.businesstoday.com.tw/article/category/183027/post/202507090016/
defense,軍工 / 國防安全供應鏈,hw,艦艇 / 潛艦 / 無人艇,p-naval,Saronic,—,US,自主無人艇新銳,Corsair/Spyglass/Marauder USV、自主造船廠,未上市；2025/12 獲美海軍 $392M Corsair USV 量產約(<12 個月交付、~$200M 即撥)；2026/3/31 完成 $1.75B Series D、估值衝 $9.25B(Kleiner Perkins 領投、Advent/Bessemer/a16z 等)、累計募資 >$3.5B；規劃 $5B 旗艦無人造船廠 Port Alpha,https://www.prnewswire.com/news-releases/saronic-closes-1-75b-series-d-at-9-25b-valuation-to-accelerate-a-new-era-of-maritime-autonomy-302729298.html
defense,軍工 / 國防安全供應鏈,hw,戰機 / 軍機平台,p-air,Lockheed Martin,LMT,US,5/6 代機龍頭,F-35/F-22/F-47 NGAD,匿蹤戰機主導,
defense,軍工 / 國防安全供應鏈,hw,戰機 / 軍機平台,p-air,Boeing,BA,US,戰機/軍機,F-15EX/F/A-18/KC-46/MQ-28,軍機與加油機,
defense,軍工 / 國防安全供應鏈,hw,戰機 / 軍機平台,p-air,BAE / Dassault / Airbus,BA.L / AM.PA / AIR.PA,EU,歐系戰機/GCAP,颱風/陣風/GCAP 六代機,歐洲整機,
defense,軍工 / 國防安全供應鏈,hw,戰機 / 軍機平台,p-air,KAI,047810.KS,KR,韓戰機,KF-21/FA-50/直升機,韓航空整機+出口,
defense,軍工 / 國防安全供應鏈,hw,戰機 / 軍機平台,p-air,漢翔 AIDC,2634.TW,TW,台整機/高教機,IDF 經國號/勇鷹高教機,台灣唯一整機商,https://www.businesstoday.com.tw/article/category/183015/post/202511260081/
defense,軍工 / 國防安全供應鏈,hw,軍用太空 / 衛星 / 飛彈防禦,p-space,Northrop Grumman,NOC,US,軍衛星/太空感測,預警衛星/太空 ISR/飛彈防禦,太空+雷達整合,
defense,軍工 / 國防安全供應鏈,hw,軍用太空 / 衛星 / 飛彈防禦,p-space,Lockheed Martin,LMT,US,軍衛星/防禦,SBIRS/Next-Gen OPIR/THAAD,飛彈預警+攔截,
defense,軍工 / 國防安全供應鏈,hw,軍用太空 / 衛星 / 飛彈防禦,p-space,L3Harris,LHX,US,太空 ISR/預警,追蹤層衛星/太空感測,SDA 衛星,
defense,軍工 / 國防安全供應鏈,hw,軍用太空 / 衛星 / 飛彈防禦,p-space,SpaceX (Starshield),—,US,國防發射/通訊,國防發射/Starshield 軍用星,未上市、國防太空關鍵,
defense,軍工 / 國防安全供應鏈,hw,軍用太空 / 衛星 / 飛彈防禦,p-space,rad-hard/感測上游,—,US,元件鎖喉,BAE/Frontgrade rad-hard + Teledyne EO-IR,見 Tech 層 t-radhard/t-sensor,
defense,軍工 / 國防安全供應鏈,hw,陸戰 / 裝甲 / 火砲 / 防空,p-land,General Dynamics,GD,US,美裝甲龍頭,M1 艾布蘭/史崔克/裝甲車,陸戰平台主力,
defense,軍工 / 國防安全供應鏈,hw,陸戰 / 裝甲 / 火砲 / 防空,p-land,Rheinmetall,RHM.DE,DE,歐裝甲/砲彈,豹2/155mm 砲彈/防空,歐洲擴軍最大受惠,
defense,軍工 / 國防安全供應鏈,hw,陸戰 / 裝甲 / 火砲 / 防空,p-land,Hyundai Rotem,064350.KS,KR,K2 戰車出口,K2 黑豹戰車/裝甲,波蘭等大單,https://www.koreaherald.com/article/10628008
defense,軍工 / 國防安全供應鏈,hw,陸戰 / 裝甲 / 火砲 / 防空,p-land,Hanwha Aerospace,012450.KS,KR,K9 火砲,K9 自走砲/天弩防空/裝甲,出口歐洲/中東爆發,
defense,軍工 / 國防安全供應鏈,hw,陸戰 / 裝甲 / 火砲 / 防空,p-land,BAE / KNDS,BA.L / —,EU,歐裝甲/火砲,CV90/Archer 自走砲 / 豹/凱撒,KNDS=法德合資未上市,
power,AI 資料中心 電源 / 散熱供應鏈,hw,市電輸入 / 800V HVDC 配電,f-grid,Vertiv,VRT,US,800V DC 領導生態,central rectifier/DC busway/PowerDirect 800V,2026H2 推完整 800V DC 線、Nvidia 共構,https://www.vertiv.com/en-us/about/news-and-insights/articles/news-releases/vertiv-and-nvidia-introduce-800-vdc-power-architecture/
power,AI 資料中心 電源 / 散熱供應鏈,hw,市電輸入 / 800V HVDC 配電,f-grid,Eaton,ETN,US,HVDC 配電夥伴,800V DC 配電/switchgear/busway/Beam Rubin DSX,GTC 2026 推 Beam Rubin DSX 資料中心平台（支援 NVL72）、躍升 grid-to-rack 整合者,https://www.powerelectronicsnews.com/nvidia-gtc-2026-800-vdc-power-partnerships-from-grid-to-processor/
power,AI 資料中心 電源 / 散熱供應鏈,hw,市電輸入 / 800V HVDC 配電,f-grid,Schneider Electric,SU.PA,FR,HVDC 配電夥伴,1MW rack 800V DC 解決方案,Nvidia 生態,
power,AI 資料中心 電源 / 散熱供應鏈,hw,市電輸入 / 800V HVDC 配電,f-grid,台達電 Delta,2308.TW,TW,800V/SST 卡位,固態變壓器/HVDC 整流/sidecar,Nvidia 800V 生態台廠,
power,AI 資料中心 電源 / 散熱供應鏈,hw,市電輸入 / 800V HVDC 配電,f-grid,廣運 Kenmec,6125.TW,TW,800V 機櫃級,800V HVDC 機櫃級解決方案,下半年推 2.5MW 液冷系統（待證）,https://statementdog.com/news/15395
power,AI 資料中心 電源 / 散熱供應鏈,hw,PSU 電源供應器 / AC-DC,f-psu,台達電 Delta,2308.TW,TW,AI PSU/800V Power Rack 龍頭,AI 伺服器 PSU/power shelf/800VDC 660kW Power Rack/480kW BBU,"800VDC in-row 660kW Power Rack（與 Nvidia 共同開發 480kW BBU）Q3'26 量產領先、±400V 今年出貨、800V 2027 放量；Q1'26 營收 1,593.53 億 YoY+34%、毛利率 37% 創高、EPS 7.91",https://technews.tw/2026/04/29/liteon-800v-asic-asic/
power,AI 資料中心 電源 / 散熱供應鏈,hw,PSU 電源供應器 / AC-DC,f-psu,光寶科 Lite-On,2301.TW,TW,AI PSU/800V Power Rack #2,800VDC Power Rack/PSU/BBU,800VDC Power Rack Q3'26 完成驗證、Q4'26 量產、ASIC 客戶出貨提前；5 月營收 173.5 億 YoY+29.6% 創 7 年半新高,https://technews.tw/2026/04/29/liteon-800v-asic-asic/
power,AI 資料中心 電源 / 散熱供應鏈,hw,PSU 電源供應器 / AC-DC,f-psu,群電 AcBel,6412.TW,TW,AI PSU 台廠,AI 伺服器 PSU/電源模組,AcBel Polytech、AI 電源切入,
power,AI 資料中心 電源 / 散熱供應鏈,hw,PSU 電源供應器 / AC-DC,f-psu,康舒 AcBel(Lung Yin),6282.TW,TW,PSU 台廠,伺服器/工業電源,電源供應台廠,
power,AI 資料中心 電源 / 散熱供應鏈,hw,PSU 電源供應器 / AC-DC,f-psu,Vertiv / Lite-On(US),VRT / 2301.TW,US,電源櫃/系統,power shelf/rPDU/UPS,系統級電源,
power,AI 資料中心 電源 / 散熱供應鏈,hw,板上電源 / 48V→12V IBC,f-board,Vicor,VICR,US,垂直供電領導,power-on-package/48V IBC/PoL,高密度垂直供電（單點技術）,https://www.vicorpower.com/industries-and-innovations/power-on-package
power,AI 資料中心 電源 / 散熱供應鏈,hw,板上電源 / 48V→12V IBC,f-board,台達電 Delta,2308.TW,TW,IBC/PDB 模組,48V→12V IBC/PDB/DC-DC,機櫃板上電源台廠,
power,AI 資料中心 電源 / 散熱供應鏈,hw,板上電源 / 48V→12V IBC,f-board,Monolithic Power,MPWR,US,48V IBC 切入,48V→12V IBC/PMIC,GB200 電源模組戰,
power,AI 資料中心 電源 / 散熱供應鏈,hw,板上電源 / 48V→12V IBC,f-board,Analog Devices / Renesas,ADI / 6723.T,US,IBC/控制,IBC/數位電源控制,ADI(Maxim)、Renesas(Intersil),
power,AI 資料中心 電源 / 散熱供應鏈,hw,板上電源 / 48V→12V IBC,f-board,Infineon,IFX.DE,DE,板上電源,OptiMOS/IBC/控制器,Nvidia 板上電源夥伴,
power,AI 資料中心 電源 / 散熱供應鏈,hw,VRM 多相 / DrMOS power stage,f-vrm,Monolithic Power (MPS),MPWR,US,GPU VRM 主供,多相控制器+DrMOS/power module,H100 起取代 Vicor,https://newsletter.semianalysis.com/p/energizing-ai-power-delivery-competition
power,AI 資料中心 電源 / 散熱供應鏈,hw,VRM 多相 / DrMOS power stage,f-vrm,Infineon,IFX.DE,DE,多相+power stage,XDP 控制器/OptiMOS DrMOS,Nvidia 多相供電夥伴,
power,AI 資料中心 電源 / 散熱供應鏈,hw,VRM 多相 / DrMOS power stage,f-vrm,Renesas / onsemi,6723.T / ON,JP,VRM/power stage,數位多相/DrMOS,Renesas(Intersil)、onsemi power stage,
power,AI 資料中心 電源 / 散熱供應鏈,hw,VRM 多相 / DrMOS power stage,f-vrm,茂達 Anpec,6138.TWO,TW,core power/DrMOS 台廠,多相 core power/DrMOS/MOSFET/PMIC,陳泰銘入主、AI 電源切入,https://poorstock.com/earningcall/6138
power,AI 資料中心 電源 / 散熱供應鏈,hw,VRM 多相 / DrMOS power stage,f-vrm,力智 uPI,6719.TWO,TW,Smart Power Stage 台廠,90A SPS/VRM/GaN,華碩系、AI 伺服器客戶驗證中,https://vocus.cc/article/679f2ccefd89780001e527ca
power,AI 資料中心 電源 / 散熱供應鏈,hw,AI 機櫃系統整合 / 液冷整合,f-rack,台達電 Delta,2308.TW,TW,電源+液冷整櫃,整櫃電源+CDU+液冷,電源散熱雙引擎,
power,AI 資料中心 電源 / 散熱供應鏈,hw,AI 機櫃系統整合 / 液冷整合,f-rack,奇鋐 AVC,3017.TW,TW,液冷模組整合 #1,cold plate/CDU/整櫃液冷,GB200/GB300 水冷板市占約 40-50%、1Q26 營收 YoY 翻倍；奇鋐+雙鴻冷板合計約 60-75%、前 5 月營收 YoY+90.3% 創同期新高；VR200 單櫃液冷產值由 GB300 ~$35k 跳升至 ~$63-65k,https://www.sinotrade.com.tw/richclub/hotstock/11%E6%9C%88%E6%95%A3%E7%86%B1%E6%97%8F%E7%BE%A4%E7%87%9F%E6%94%B6%E4%B8%80%E8%A1%A8%E7%9C%8B%E6%87%82-AI%E6%B6%B2%E5%86%B7%E6%95%A3%E7%86%B1%E5%85%A8%E9%9D%A2%E5%99%B4%E7%99%BC-%E5%A5%87%E9%8B%90%E9%80%A3-10-%E6%9C%88%E5%89%B5%E9%AB%98-%E9%9B%99%E9%B4%BB%E5%81%A5%E7%AD%96%E9%BD%8A%E6%8F%9A-%E8%82%A1%E5%B8%82%E8%A9%B1%E9%A1%8C-6938c869882eec4a6b19f926
power,AI 資料中心 電源 / 散熱供應鏈,hw,AI 機櫃系統整合 / 液冷整合,f-rack,雙鴻 Auras,3324.TW,TW,液冷模組整合 #2,cold plate/manifold/CDU,2025 EPS 28.26 創高、水冷占比挑戰 55%+、GB300 冷板市占約 20-25%、2026E EPS 上看 57.5 元,https://statementdog.com/news/15880
power,AI 資料中心 電源 / 散熱供應鏈,hw,AI 機櫃系統整合 / 液冷整合,f-rack,鴻海/廣達/緯創 ODM,2317.TW / 2382.TW / 3231.TW,TW,機櫃 ODM 組裝,GB200/GB300 NVL72 整櫃,L6/L10/L11 系統整合,
power,AI 資料中心 電源 / 散熱供應鏈,hw,AI 機櫃系統整合 / 液冷整合,f-rack,Vertiv,VRT,US,整櫃電力+散熱,整櫃 CDU+電源+管理/800VDC 電源組合,Nvidia 參考設計、Q1'26 營收 $26.5 億 YoY+30%、調整後 EPS $1.17 YoY+83%、在手訂單 >$150 億、2026 財測上修至 $135-140 億,https://unclestocknotes.substack.com/p/vertiv-vrt-2026-q1-earning-release
power,AI 資料中心 電源 / 散熱供應鏈,hw,終端需求 / AI 機櫃功率曲線,f-demand,Nvidia,NVDA,US,架構定義者,GB200/GB300 NVL72 → Rubin Kyber,800V+液冷參考設計、Kyber 2027,https://developer.nvidia.com/blog/nvidia-800-v-hvdc-architecture-will-power-the-next-generation-of-ai-factories/
power,AI 資料中心 電源 / 散熱供應鏈,hw,終端需求 / AI 機櫃功率曲線,f-demand,Microsoft / Google / AWS / Meta,MSFT / GOOGL / AMZN / META,US,hyperscaler 需求,AI 資料中心/自研 ASIC 機櫃,液冷+HVDC 採用方,
power,AI 資料中心 電源 / 散熱供應鏈,hw,終端需求 / AI 機櫃功率曲線,f-demand,AMD / Broadcom,AMD / AVGO,US,ASIC/GPU 需求,MI400/TPU/ASIC 機櫃,高功率 ASIC 推升液冷,
power,AI 資料中心 電源 / 散熱供應鏈,hw,800V HVDC / 固態變壓器 / sidecar,p-hvdc,Infineon,IFX.DE,DE,800V 主動元件領導,SiC/GaN/SST/central PSU/TDM2354x VPD/SSCB,與 Nvidia 共同重塑 800V 架構、TDM2354x 雙相 VPD 模組電流密度 1.6 A/mm²、2025 power-semi 市佔 >19.5% 居首、本年度純 AI 營收目標約 €15 億,https://www.powerelectronicsnews.com/nvidia-gtc-2026-800-vdc-power-partnerships-from-grid-to-processor/
power,AI 資料中心 電源 / 散熱供應鏈,hw,800V HVDC / 固態變壓器 / sidecar,p-hvdc,Texas Instruments,TXN,US,800V 電源方案夥伴,完整 800V 電源架構/12V/6V 轉換,2026-03 與 Nvidia 合作開發完整 800V 電源方案、GTC 2026 列入電網到 GPU 夥伴清單,https://www.powerelectronicsnews.com/nvidia-gtc-2026-800-vdc-power-partnerships-from-grid-to-processor/
power,AI 資料中心 電源 / 散熱供應鏈,hw,800V HVDC / 固態變壓器 / sidecar,p-hvdc,Navitas Semiconductor,NVTS,US,GaN/SiC 800V,GaNFast/GeneSiC 800V HVDC/800V→6V 單級電源板,"Nvidia 800V HVDC for Kyber 合作、2026-06 正式加入 Nvidia MGX 800V 生態；GTC 2026 發表 800V→6V 單級 DC-DC 電源板（取消 48V IBC、16×650V GaNFast、峰值效率 96.5%、功率密度 2,100 W/in³）；Q1'26 AI 基建營收 QoQ+50%、高功率 YoY+35%（惟整體營收 $8.6M YoY-39%、仍虧損）",https://navitassemi.com/navitas-debuts-revolutionary-800-v-6-v-power-delivery-board-at-nvidia-gtc-2026/
power,AI 資料中心 電源 / 散熱供應鏈,hw,800V HVDC / 固態變壓器 / sidecar,p-hvdc,台達電 Delta,2308.TW,TW,SST/HVDC 台廠,固態變壓器/800V 整流/sidecar,Nvidia 800V 生態台廠,
power,AI 資料中心 電源 / 散熱供應鏈,hw,800V HVDC / 固態變壓器 / sidecar,p-hvdc,Vertiv / Eaton,VRT / ETN,US,central rectifier,800V central rectifier/DC busway,2026H2 推出,
power,AI 資料中心 電源 / 散熱供應鏈,hw,GaN / SiC 功率元件,p-gan,Infineon,IFX.DE,DE,GaN+SiC 龍頭,CoolGaN/CoolSiC,WBG 整體領導,
power,AI 資料中心 電源 / 散熱供應鏈,hw,GaN / SiC 功率元件,p-gan,Navitas,NVTS,US,GaN 純玩家,GaNFast IC + GeneSiC,Nvidia 800V 合作,
power,AI 資料中心 電源 / 散熱供應鏈,hw,GaN / SiC 功率元件,p-gan,Power Integrations,POWI,US,GaN 電源 IC,PowiGaN 高壓 GaN,高壓 GaN,
power,AI 資料中心 電源 / 散熱供應鏈,hw,GaN / SiC 功率元件,p-gan,onsemi / STMicro / Rohm,ON / STM / 6963.T,US,SiC 主力,EliteSiC/SiC MOSFET,高壓 SiC；onsemi 2026-06 列入 Nvidia MGX 800VDC 生態（SiC/SST/PSU/配電）、STMicro 2026 推 800VDC→12V/6V 轉換,https://www.semiconductor-today.com/news_items/2026/jun/onsemi-080626.shtml
power,AI 資料中心 電源 / 散熱供應鏈,hw,GaN / SiC 功率元件,p-gan,Innoscience 英諾賽科,2577.HK,CN,GaN 中系,8 吋 GaN,中國 GaN 量產,
power,AI 資料中心 電源 / 散熱供應鏈,hw,BBU 備援電池 / 超級電容,p-bbu,AES-KY,6781.TW,TW,BBU 龍頭/最純受益股,AI 伺服器 BBU 模組,BBU 占營收過半、被公認最純 BBU 受益股、毛利率上看 38-39%,https://www.sinotrade.com.tw/richclub/hotnews/%E9%A0%86%E9%81%94%E6%B3%95%E8%AA%AA-BBU%E4%BD%94%E6%AF%94%E9%A6%96%E7%A0%B4%E4%BA%94%E6%88%90-A7%E5%9C%9F%E5%9C%B0%E6%BD%9B%E5%80%BC%E9%80%BE%E7%99%BE%E5%84%84-2026%E5%B9%B4%E7%87%9F%E6%94%B6%E6%8B%9A%E9%9B%99%E4%BD%8D%E6%95%B8%E6%88%90%E9%95%B7-%E8%82%A1%E5%B8%82%E8%A9%B1%E9%A1%8C-69a7fac40aa34962f435af39
power,AI 資料中心 電源 / 散熱供應鏈,hw,BBU 備援電池 / 超級電容,p-bbu,順達 Dynapack,3211.TW,TW,BBU 佔比破五成,BBU + 超級電容模組/400/800VDC BBU,2026 法說 BBU/非 IT 佔比首破五成、BBU 全年營收目標逾 50 億、產能翻倍、切入台達/Nvidia Vera Rubin、估 2026 營收 160.6 億 YoY+21.5%、EPS 上看 12.85,https://www.sinotrade.com.tw/richclub/hotnews/%E9%A0%86%E9%81%94%E6%B3%95%E8%AA%AA-BBU%E4%BD%94%E6%AF%94%E9%A6%96%E7%A0%B4%E4%BA%94%E6%88%90-A7%E5%9C%9F%E5%9C%B0%E6%BD%9B%E5%80%BC%E9%80%BE%E7%99%BE%E5%84%84-2026%E5%B9%B4%E7%87%9F%E6%94%B6%E6%8B%9A%E9%9B%99%E4%BD%8D%E6%95%B8%E6%88%90%E9%95%B7-%E8%82%A1%E5%B8%82%E8%A9%B1%E9%A1%8C-69a7fac40aa34962f435af39
power,AI 資料中心 電源 / 散熱供應鏈,hw,BBU 備援電池 / 超級電容,p-bbu,新盛力 / 系統電,4931.TWO / 5309.TWO,TW,BBU 台廠,BBU 模組/電池保護,BBU 五雄,
power,AI 資料中心 電源 / 散熱供應鏈,hw,BBU 備援電池 / 超級電容,p-bbu,國巨(AVX) / 村田,2327.TW / 6981.T,TW,超級電容,超級電容/EDLC,BBU 搭配儲能,
power,AI 資料中心 電源 / 散熱供應鏈,hw,BBU 備援電池 / 超級電容,p-bbu,Musashi Energy Solutions,7220.T,JP,GB300 LIC 近獨家,鋰離子電容(LIC)超級電容 CCP3300SC,Nvidia GB300 參考設計指定、每櫃 >300 顆；產能 6.5M 顆 vs 2026 需求 15-18M 嚴重缺口,https://passive-components.eu/nvidia-gb300-boost-hybrid-supercapacitor-demand/
power,AI 資料中心 電源 / 散熱供應鏈,hw,BBU 備援電池 / 超級電容,p-bbu,Musashi Energy Solutions,7220.T,JP,GB300 LIC 近獨家,鋰離子電容(LIC)超級電容 CCP3300SC,Nvidia GB300 參考設計指定、每櫃 >300 顆；產能 6.5M 顆 vs 2026 需求 15-18M 嚴重缺口,https://passive-components.eu/nvidia-gb300-boost-hybrid-supercapacitor-demand/
power,AI 資料中心 電源 / 散熱供應鏈,hw,銅巴 / busbar / 連接,p-busbar,Amphenol,APH,US,高速/電源連接,busbar/電源連接器,AI 機櫃連接龍頭,
power,AI 資料中心 電源 / 散熱供應鏈,hw,銅巴 / busbar / 連接,p-busbar,TE Connectivity,TEL,CH,電源連接,busbar/HVDC 連接器,高電流連接,
power,AI 資料中心 電源 / 散熱供應鏈,hw,銅巴 / busbar / 連接,p-busbar,貿聯-KY BizLink,3665.TW,TW,線束/連接台廠,電源線束/busbar/連接,AI 機櫃內連接,
power,AI 資料中心 電源 / 散熱供應鏈,hw,銅巴 / busbar / 連接,p-busbar,健和興 Excel Cell,3003.TW,TW,連接器台廠,電源連接端子/busbar,工業/伺服器連接,
power,AI 資料中心 電源 / 散熱供應鏈,hw,被動元件 MLCC / 電感,p-passive,村田 Murata,6981.T,JP,高階 MLCC 主導,高容 MLCC/電源電感,高階 MLCC 約 26% 全球居首（村田+三星電機+TDK 前三約 60-65%）、AI MLCC 2030 達 2025 之 3.3 倍、47μF 最缺,https://money.udn.com/money/story/12926/9190487
power,AI 資料中心 電源 / 散熱供應鏈,hw,被動元件 MLCC / 電感,p-passive,Samsung Electro-Mech,009150.KS,KR,高階 MLCC #2,車規/伺服器 MLCC,高階雙雄,
power,AI 資料中心 電源 / 散熱供應鏈,hw,被動元件 MLCC / 電感,p-passive,國巨 Yageo,2327.TW,TW,MLCC/鉭電容台廠,MLCC/鉭聚電容/電感,"AI 占 Q1'26 營收 13-15%、旗下 Kemet 鉭電容自 6 月累計漲幅達 65%（Panasonic SP-Cap 7/1 起漲 20-30% 同步）、市值破兆、大摩 2026-06 調高目標價至 1,355 元",https://money.udn.com/money/story/5612/9510775
power,AI 資料中心 電源 / 散熱供應鏈,hw,被動元件 MLCC / 電感,p-passive,TDK / 太陽誘電,6762.T / 6976.T,JP,MLCC/電感,MLCC/電源電感,日系被動元件,
